Brand,Dress_Description,Retail_price,Rent_price,Number_of_reviews,cotton,nylon,cellulose,silk,spandex,tencel,rayon,linen,cashmere,wool,leather,polyester,metallic_fibers,Length,Sleeves,Neckline
maje,rafleur dress,385,70,3,100,0,0,0,0,0,0,0,0,0,0,0,0,mini,short_sleeves,v_neckline
badgley mischka,pleated floral gown,990,105,41,0,0,0,0,0,0,0,0,0,0,0,100,0,mini,three_quarter_sleeves,v_neckline
delfi collective,taylor puff sleeve dress,398,33,17,0,0,0,0,0,0,0,0,0,0,0,100,0,maxi,long_sleeves,crew_neckline
replica los angeles,multi stripe sheath,297,50,13,50,0,0,0,0,50,0,0,0,0,0,0,0,maxi,sleeveless,scoop_neckline
nicole miller,velvet mini dress,345,30,89,0,23,0,0,7,0,0,0,0,0,0,80,0,mini,long_sleeves,high_neckline
dress the population,yellow bianca dress,188,30,118,0,0,0,0,3,0,0,0,0,0,0,97,0,midi,sleeveless,sweetheart_neckline
tibi,bond stretch knit patched dress,395,65,30,0,35,0,0,4,0,61,0,0,0,0,0,0,midi,long_sleeves,crew_neckline
nookie,eden midi dress,369,40,6,0,92,0,0,8,0,0,0,0,0,0,0,0,midi,sleeveless,square_neckline
rotate birger christensen,noon dress,460,55,4,0,0,0,0,0,0,0,0,0,0,0,40,0,maxi,short_sleeves,turtleneck
rebecca taylor,spring ruffle dress,450,75,126,0,0,0,0,4,0,0,0,0,96,0,0,0,midi,sleeveless,high_neckline
theory,black zip shirt dress,395,65,16,0,0,70,0,0,0,0,0,0,0,0,30,0,midi,long_sleeves,v_neckline
ronny kobo,lula dress,498,45,22,0,0,0,60,5,0,35,0,0,0,0,0,0,midi,long_sleeves,v_neckline
paloma blue,bronte dress,414,55,16,0,0,0,0,0,0,0,0,0,0,0,100,0,maxi,long_sleeves,v_neckline
adrianna papell,knit tie front sheath,129,30,19,0,0,0,0,5,0,0,0,0,0,0,95,0,midi,cap_sleeves,v_neckline
miaou,helga dress,325,35,80,0,0,0,0,3,0,0,0,0,0,0,97,0,mini,sleeveless,scoop_neckline
black halo,floral jodee sheath,435,65,111,0,90,0,0,10,0,0,0,0,0,0,0,0,midi,short_sleeves,crew_neckline
cecilie bahnsen,holly off the shoulder dress,1068,113,15,0,0,0,100,0,0,0,0,0,0,0,0,0,maxi,three_quarter_sleeves,off_shoulder_neckline
warm,printed coco dress,425,75,18,0,0,0,0,0,0,100,0,0,0,0,0,0,maxi,sleeveless,square_neckline
nookie,mecca mini dress,299,30,35,0,92,0,0,8,0,0,0,0,0,0,0,0,maxi,sleeveless,square_neckline
tibi,bond knit asymmetrical shirtdress,425,75,109,0,35,0,0,4,0,61,0,0,0,0,0,0,midi,three_quarter_sleeves,v_neckline
slate & willow,gingham flare dress,240,35,86,90,0,0,0,0,0,0,10,0,0,0,0,0,midi,sleeveless,v_neckline
shoshanna,edgecombe dress,440,37,153,0,0,0,0,0,0,0,0,0,0,0,100,0,maxi,short_sleeves,crew_neckline
madewell,stripe boy tee dress,62,30,27,100,0,0,0,0,0,0,0,0,0,0,0,0,mini,short_sleeves,crew_neckline
proenza schouler,short sleeve draped dress,890,150,32,0,0,0,0,0,0,100,0,0,0,0,0,0,midi,short_sleeves,crew_neckline
thakoon collective,ruched puff sleeve dress,250,30,22,0,0,0,0,0,0,0,0,0,0,0,100,0,mini,long_sleeves,crew_neckline
trina turk,kiosk dress,298,50,62,0,0,0,0,5,0,32,0,0,0,0,63,0,midi,short_sleeves,crew_neckline
shoshanna,edelie dress,365,45,45,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,cap_sleeves,v_neckline
the east order,pink penny dress,179,30,113,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,sleeveless,scoop_neckline
o.p.t.,cope dress,145,30,29,0,0,0,0,0,0,0,0,0,0,0,100,0,maxi,long_sleeves,v_neckline
hutch,multi heart dress,370,40,76,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,short_sleeves,v_neckline
of mercer,christophe dress,175,30,18,0,0,0,0,4,0,29,0,0,0,0,67,0,midi,sleeveless,boat_neckline
see by chloe,multicolor floral shift,355,60,20,0,0,0,0,0,0,100,0,0,0,0,0,0,midi,short_sleeves,v_neckline
nicole miller,pastel stripe midi dress,400,70,61,0,0,0,0,0,0,100,0,0,0,0,0,0,midi,sleeveless,v_neckline
theory,admiral dress,395,65,15,0,0,70,0,0,0,0,0,0,0,0,30,0,mini,sleeveless,crew_neckline
scotch & soda,cinched d ring dress,185,30,32,0,0,0,0,0,0,60,40,0,0,0,0,0,maxi,short_sleeves,v_neckline
tanya taylor,dita dress,645,65,126,0,0,0,100,0,0,0,0,0,0,0,0,0,midi,short_sleeves,v_neckline
samsoe,applesi tie dye dress,250,30,5,0,0,0,0,0,0,100,0,0,0,0,0,0,midi,sleeveless,cowl_neckline
mossi,pleated strapless dress,372,30,7,0,0,0,0,2,0,0,0,0,44,0,54,0,midi,strapless,straight_neckline
amur,holland tie pleated maxi,598,75,6,0,0,0,0,0,0,0,0,0,0,0,100,0,maxi,sleeveless,scoop_neckline
ted baker london,sharnn dress,259,45,10,0,47,0,0,0,0,53,0,0,0,0,0,0,midi,sleeveless,v_neckline
a.l.c.,lilac ansel dress,495,45,29,0,0,0,0,8,0,71,0,0,0,0,21,0,midi,long_sleeves,turtleneck
sachin & babi,fabienne dress,550,61,100,0,0,0,0,0,0,0,0,0,0,0,100,0,mini,three_quarter_sleeves,v_neckline
paige,calie wrap dress,199,35,21,50,0,0,0,0,50,0,0,0,0,0,0,0,midi,short_sleeves,v_neckline
mara hoffman,yellow diana maxi,595,90,33,0,0,0,0,0,100,0,0,0,0,0,0,0,maxi,sleeveless,v_neckline
black halo,corrine sheath,345,60,129,0,62,0,0,6,0,32,0,0,0,0,0,0,midi,sleeveless,turtleneck
slate & willow,ditsy floral wrap dress,297,50,23,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,short_sleeves,v_neckline
sandy liang,montow dress,645,100,19,100,0,0,0,0,0,0,0,0,0,0,0,0,midi,sleeveless,sweetheart_neckline
temperley london,poet dress,995,109,28,100,0,0,0,0,0,0,0,0,0,0,0,0,midi,short_sleeves,shirt_collar_neckline
veronica beard,kama dress,595,100,97,76,0,0,0,0,0,0,0,0,0,0,7,0,mini,sleeveless,v_neckline
marissa webb collective,white lace up dress,335,55,24,97,0,0,0,3,0,0,0,0,0,0,0,0,mini,short_sleeves,crew_neckline
katie may,the man whisperer,325,30,31,0,100,0,0,0,0,0,0,0,0,0,0,0,mini,sleeveless,sweetheart_neckline
allsaints,krystal scatter dress,150,30,54,0,0,0,0,0,0,100,0,0,0,0,0,0,mini,sleeveless,v_neckline
elk,arden dress,200,35,36,0,0,0,0,0,0,100,0,0,0,0,0,0,midi,short_sleeves,crew_neckline
theory,check square neck dress,375,65,31,0,0,0,0,6,0,94,0,0,0,0,0,0,midi,sleeveless,square_neckline
stella jean,floral cowl mini dress,325,35,9,97,0,0,0,3,0,0,0,0,0,0,0,0,unknown,sleeveless,cowl_neckline
scotch & soda,drapey safari dress,215,30,14,0,0,0,0,0,0,100,0,0,0,0,0,0,mini,short_sleeves,v_neckline
toccin,windowpane shirtdress,395,70,12,0,0,0,0,3,0,0,0,0,0,0,97,0,mini,long_sleeves,shirt_collar_neckline
theory,power dress,355,60,65,0,0,0,0,4,0,0,0,0,96,0,0,0,mini,sleeveless,crew_neckline
aidan aidan mattox,watercolor chiffon gown,295,30,154,0,0,0,0,0,0,0,0,0,0,0,100,0,unknown,sleeveless,v_neckline
tanya taylor,white floral bianka dress,495,41,26,0,0,0,100,0,0,0,0,0,0,0,0,0,mini,short_sleeves,v_neckline
parker,dottie dress,418,70,18,0,0,0,53,0,0,47,0,0,0,0,0,0,midi,sleeveless,v_neckline
finders keepers,floral paradise maxi,170,30,29,0,0,0,0,0,0,0,0,0,0,0,100,0,mini,cap_sleeves,v_neckline
cinq à sept,primavera dress,425,41,157,0,0,69,0,0,0,0,0,0,0,0,31,0,maxi,sleeveless,square_neckline
marissa webb collective,stripe surplice midi dress,330,60,6,0,0,0,0,3,0,42,55,0,0,0,0,0,unknown,sleeveless,v_neckline
rebecca minkoff,printed chloe dress,228,40,12,0,0,0,0,0,0,75,0,0,0,0,25,0,midi,three_quarter_sleeves,v_neckline
likely,lavender sammy gown,398,55,13,0,0,0,0,6,0,27,0,0,0,0,67,0,unknown,sleeveless,scoop_neckline
polo ralph lauren,plaid fringed shirtdress,348,65,13,45,0,0,0,0,0,0,0,0,0,0,0,0,midi,long_sleeves,shirt_collar_neckline
amur,clayton dress,598,57,85,0,0,0,100,0,0,0,0,0,0,0,0,0,midi,short_sleeves,one_shoulder
allsaints,kat camo denim dress,198,35,25,0,0,0,0,0,0,100,0,0,0,0,0,0,mini,long_sleeves,turtleneck
jay godfrey,carlo sheath,295,30,94,0,0,0,0,2,0,0,0,0,0,0,98,0,midi,sleeveless,v_neckline
ieena for mac duggal,polka dot satin gown,398,41,36,0,0,0,0,0,0,0,0,0,0,0,100,0,unknown,long_sleeves,crew_neckline
badgley mischka,ocean blue flap sheath,430,75,94,0,0,0,0,2,0,0,0,0,0,0,98,0,midi,sleeveless,boat_neckline
tory burch,tie sleeve tunic dress,428,37,15,100,0,0,0,0,0,0,0,0,0,0,0,0,maxi,long_sleeves,v_neckline
marchesa notte,multi embroidered midi dress,795,93,200,0,100,0,0,0,0,0,0,0,0,0,0,0,midi,strapless,straight_neckline
munthe,floral long sleeve dress,455,55,2,70,0,0,30,0,0,0,0,0,0,0,0,0,midi,three_quarter_sleeves,turtleneck
great jones,shirred floral dress,300,55,5,0,0,0,0,0,0,0,0,0,0,0,100,0,mini,long_sleeves,v_neckline
solace london,yara sequin gown,630,95,47,0,30,0,0,5,0,65,0,0,0,0,0,0,mini,sleeveless,turtleneck
cleobella,arlington dress,198,35,49,0,0,0,0,0,0,100,0,0,0,0,0,0,maxi,sleeveless,square_neckline
iro,kaya dress,580,100,10,0,0,0,45,0,0,55,0,0,0,0,0,0,maxi,sleeveless,v_neckline
hutch,colorblock wrap dress,295,30,55,0,0,0,0,5,0,0,0,0,0,0,95,0,midi,short_sleeves,v_neckline
jonathan simkhai,clara mini dress,425,41,40,0,0,0,0,0,0,79,0,0,0,0,21,0,mini,sleeveless,square_neckline
maia bergman,mery dress,314,30,96,100,0,0,0,0,0,0,0,0,0,0,0,0,mini,short_sleeves,high_neckline
milly,orange cowl neck sheath,350,55,28,0,0,0,0,13,0,0,0,0,0,0,87,0,midi,sleeveless,cowl_neckline
rosie assoulin,jump wrap skort dress,1495,240,30,100,0,0,0,0,0,0,0,0,0,0,0,0,maxi,short_sleeves,v_neckline
j.crew,laced courtney dress,325,30,59,40,0,0,0,0,0,0,0,0,0,0,60,0,maxi,short_sleeves,crew_neckline
tory burch,blue gabriella dress,498,85,58,100,0,0,0,0,0,0,0,0,0,0,0,0,midi,long_sleeves,v_neckline
proenza schouler,striped ribbed dress,790,135,29,0,0,0,0,0,0,0,0,0,100,0,0,0,midi,long_sleeves,crew_neckline
sanctuary,leopard wrap mini dress,129,30,39,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,short_sleeves,v_neckline
la petite robe di chiara boni,purple cassie dress,695,81,65,0,72,0,0,28,0,0,0,0,0,0,0,0,midi,cap_sleeves,boat_neckline
the kooples,white ruffle dress,270,45,17,100,0,0,0,0,0,0,0,0,0,0,0,0,mini,sleeveless,crew_neckline
elliatt,dusk dress,190,30,38,0,0,0,0,10,0,0,0,0,0,0,90,0,mini,short_sleeves,sweetheart_neckline
caara,vento dress,150,30,26,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,sleeveless,crew_neckline
slate & willow,seersucker v-neck dress,240,40,55,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,sleeveless,v_neckline
emporio armani,milano dress,595,90,21,0,17,0,0,6,0,77,0,0,0,0,0,0,midi,long_sleeves,boat_neckline
lilly pulitzer,cherlyn soft shift,198,30,32,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,sleeveless,v_neckline
great jones,navy floral neck tie dress,300,35,30,0,0,0,0,0,0,0,0,0,0,0,100,0,maxi,sleeveless,high_neckline
tara jarmon,rozenn dress,335,55,20,0,0,0,0,2,0,0,0,0,0,0,98,0,maxi,short_sleeves,shirt_collar_neckline
lauren ralph lauren,cierra dress,145,30,34,0,11,0,0,0,0,37,0,0,0,0,49,0,midi,three_quarter_sleeves,crew_neckline
jason wu collective,navy floral ruched dress,275,45,41,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,short_sleeves,crew_neckline
equipment,sabenne dress,495,85,21,0,0,0,0,0,0,0,0,0,0,0,100,0,maxi,long_sleeves,shirt_collar_neckline
sita murt,pink multi v-neck dress,305,50,29,0,0,0,0,0,0,100,0,0,0,0,0,0,maxi,short_sleeves,v_neckline
black halo,cream carolina dress,375,65,128,0,77,0,0,7,0,16,0,0,0,0,0,0,maxi,sleeveless,v_neckline
wish,english rose midi dress,220,40,43,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,short_sleeves,v_neckline
madewell,tie front mini dress,98,30,20,100,0,0,0,0,0,0,0,0,0,0,0,0,midi,short_sleeves,v_neckline
ml monique lhuillier,monet jacquard midi dress,545,65,10,0,0,0,0,0,0,0,0,0,0,0,86,14,maxi,sleeveless,scoop_neckline
yumi kim,black sabine dress,188,30,7,0,0,0,0,5,0,0,0,0,0,0,95,0,midi,long_sleeves,high_neckline
prabal gurung collective,floral side ruffle dress,375,45,65,0,0,0,0,0,0,0,0,0,0,0,100,0,maxi,sleeveless,square_neckline
sail to sable,embroidered long sleeve dress,210,35,9,0,0,0,0,0,0,0,0,0,0,0,100,0,mini,long_sleeves,high_neckline
no.6,brixton shirtdress,525,90,19,0,0,0,100,0,0,0,0,0,0,0,0,0,maxi,short_sleeves,shirt_collar_neckline
shoshanna,ronnie starry night dress,525,49,41,0,0,0,0,0,0,85,0,0,0,0,0,15,mini,three_quarter_sleeves,one_shoulder
black halo,dolan gown,645,73,108,0,0,0,0,10,0,0,0,0,0,0,90,0,unknown,cap_sleeves,one_shoulder
black halo,red floral jodee sheath,435,75,49,0,90,0,0,10,0,0,0,0,0,0,0,0,midi,short_sleeves,crew_neckline
saloni,daphne c dress,725,80,94,0,0,0,100,0,0,0,0,0,0,0,0,0,midi,cap_sleeves,v_neckline
tibi,collage shirting dress,495,75,85,100,0,0,0,0,0,0,0,0,0,0,0,0,midi,sleeveless,halter
bb dakota,la femme dress,89,30,33,0,0,0,0,0,0,0,0,0,0,0,100,0,mini,cap_sleeves,scoop_neckline
jill jill stuart,anouk print midi dress,320,55,43,0,0,0,0,0,0,0,0,0,0,0,100,0,maxi,short_sleeves,v_neckline
hofmann copenhagen,krista wrap dress,369,65,12,0,0,0,0,2,0,0,0,0,0,0,98,0,mini,three_quarter_sleeves,v_neckline
line + dot,lia multi tier dress,124,30,22,45,0,0,0,0,0,0,55,0,0,0,0,0,midi,long_sleeves,shirt_collar_neckline
diane von furstenberg,elm dress,428,75,29,0,0,0,0,4,0,28,0,0,0,0,68,0,midi,sleeveless,crew_neckline
saloni,eve mini dress,595,90,85,0,0,0,100,0,0,0,0,0,0,0,0,0,mini,long_sleeves,v_neckline
great jones,green knit dress,200,35,31,0,20,0,0,0,0,0,0,0,0,0,20,0,maxi,long_sleeves,crew_neckline
marissa webb collective,white sleeveless shirt dress,385,60,11,97,0,0,0,3,0,0,0,0,0,0,0,0,maxi,sleeveless,shirt_collar_neckline
red valentino,printed neck tie dress,750,110,53,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,short_sleeves,high_neckline
rails,august dress,178,30,49,0,0,0,0,0,70,0,30,0,0,0,0,0,mini,sleeveless,v_neckline
parker,corinne dress,338,55,17,0,0,0,100,0,0,0,0,0,0,0,0,0,mini,short_sleeves,v_neckline
jonathan simkhai,mia fluid satin dress,645,73,81,0,0,0,0,0,0,89,0,0,0,0,11,0,maxi,sleeveless,v_neckline
shoshanna,adena dress,418,70,81,0,35,0,0,0,0,65,0,0,0,0,0,0,midi,short_sleeves,crew_neckline
de la vali,rita halter dress,500,45,20,0,0,0,0,0,0,100,0,0,0,0,0,0,maxi,halter,halter
afrm,matera cut out mesh dress,98,30,41,0,0,0,0,5,0,0,0,0,0,0,95,0,midi,long_sleeves,sweetheart_neckline
sandro,cannelle dress,370,33,7,0,0,0,0,0,0,100,0,0,0,0,0,0,mini,sleeveless,square_neckline
hutch,side drape dress,282,30,4,0,0,0,0,0,0,0,0,0,0,0,100,0,mini,short_sleeves,v_neckline
3.1 phillip lim,structured a-line dress,650,85,2,100,0,0,0,0,0,0,0,0,0,0,0,0,midi,sleeveless,square_neckline
derek lam collective,coral one shoulder puff dress,345,35,8,97,0,0,0,3,0,0,0,0,0,0,0,0,mini,long_sleeves,assymetric_neckline
cynthia rowley,talia maxi,425,65,80,0,0,0,0,0,0,0,0,0,0,0,100,0,unknown,cap_sleeves,turtleneck
andamane,henna faux leather mini dress,590,57,31,0,0,0,0,0,0,40,0,0,0,0,52,5,unknown,sleeveless,square_neckline
vince.,velvet pintuck paneled dress,395,33,12,0,0,0,0,0,0,0,0,0,0,0,100,0,maxi,sleeveless,v_neckline
madewell,smocked waist mini dress,128,30,41,0,0,0,0,0,0,0,0,0,0,0,100,0,mini,short_sleeves,v_neckline
saloni,adrienne dress,650,100,2,0,0,0,100,0,0,0,0,0,0,0,0,0,maxi,sleeveless,boat_neckline
gauge81,tinino one sleeve mini dress,450,55,1,0,0,0,0,0,0,83,0,0,0,0,17,0,mini,long_sleeves,one_shoulder
tanya taylor,fan floral natalia dress,525,80,66,0,0,0,35,0,0,65,0,0,0,0,0,0,mini,three_quarter_sleeves,v_neckline
slate & willow,blue floral flutter sleeve dress,297,50,34,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,short_sleeves,v_neckline
beaufille,new life piper dress,740,125,55,0,0,0,0,0,0,0,0,0,0,0,100,0,mini,short_sleeves,shirt_collar_neckline
reformation,venezuela sammy dress,198,30,134,0,0,0,0,0,0,100,0,0,0,0,0,0,mini,short_sleeves,v_neckline
aidan aidan mattox,watercolor cutout gown,290,55,9,0,0,0,0,0,0,0,0,0,0,0,100,0,maxi,sleeveless,v_neckline
a.l.c.,vance dress,375,65,26,0,0,0,0,0,0,83,0,0,0,0,17,0,mini,short_sleeves,crew_neckline
club monaco,cream sculptural mini dress,170,30,10,0,0,0,0,4,0,0,0,0,0,0,96,0,mini,sleeveless,crew_neckline
elliatt,strapless landscape dress,184,30,133,0,0,0,0,10,0,0,0,0,0,0,90,0,mini,strapless,straight_neckline
yumi kim,bond st dress,238,30,92,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,sleeveless,v_neckline
lauren ralph lauren,red chain print dress,125,30,12,0,0,0,0,5,0,0,0,0,0,0,95,0,midi,long_sleeves,v_neckline
sweet baby jamie,blue tiered wrap dress,276,45,9,100,0,0,0,0,0,0,0,0,0,0,0,0,maxi,three_quarter_sleeves,v_neckline
thakoon collective,blue floral printed shift,300,50,35,0,0,0,0,0,0,0,0,0,0,0,100,0,mini,sleeveless,v_neckline
jill jill stuart,femke tulle dot dress,495,41,74,0,0,0,0,0,0,0,0,0,0,0,100,0,maxi,cap_sleeves,crew_neckline
draper james,printed a-line dress,135,30,42,97,0,0,0,3,0,0,0,0,0,0,0,0,midi,sleeveless,crew_neckline
saylor,doris dress,198,30,108,95,0,0,0,5,0,0,0,0,0,0,0,0,midi,sleeveless,v_neckline
great jones,tiered maxi dress,265,40,47,0,0,0,0,0,0,0,0,0,0,0,100,0,unknown,sleeveless,crew_neckline
koché collective,python buckle dress,275,45,5,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,long_sleeves,high_neckline
paco rabanne,black floral robe dress,1450,161,37,0,0,0,0,0,0,0,0,0,0,0,100,0,maxi,long_sleeves,turtleneck
boden,christobel dress,150,30,41,0,0,0,0,0,0,100,0,0,0,0,0,0,midi,long_sleeves,high_neckline
tibi,gemma short cape dress,695,105,21,0,0,0,0,0,0,75,25,0,0,0,0,0,midi,short_sleeves,crew_neckline
autumn adeigbo,cheetah shayla dress,565,53,70,55,30,0,0,0,0,0,0,0,0,0,12,0,midi,short_sleeves,v_neckline
misa los angeles,persephone maxi,660,85,2,0,0,0,0,0,0,0,0,0,0,0,100,0,maxi,long_sleeves,v_neckline
line + dot,palm maxi,115,30,42,0,0,0,0,0,0,0,0,0,0,0,100,0,maxi,sleeveless,square_neckline
nicholas,white gathered sheath,598,65,36,0,0,0,0,0,0,14,0,0,0,0,78,0,midi,sleeveless,square_neckline
nanushka,alyssa dress,565,70,5,100,0,0,0,0,0,0,0,0,0,0,0,0,mini,long_sleeves,shirt_collar_neckline
petersyn,zuma maxi,438,30,45,69,0,0,0,0,0,13,0,0,0,0,0,0,maxi,long_sleeves,high_neckline
black halo,jodee sheath,415,70,108,0,88,0,0,12,0,0,0,0,0,0,0,0,midi,short_sleeves,crew_neckline
elliatt,sydne dress,210,30,177,0,0,0,0,10,0,0,0,0,0,0,90,0,maxi,sleeveless,v_neckline
nicole miller,sequin sleeve dress,385,33,61,0,0,0,0,10,0,0,0,0,0,0,90,0,mini,long_sleeves,high_neckline
proenza schouler,tie dye knotted back maxi,1190,200,30,14,8,0,0,0,0,78,0,0,0,0,0,0,maxi,sleeveless,scoop_neckline
hutch,calla cowl neck gown,319,41,55,0,0,0,0,0,0,0,0,0,0,0,100,0,unknown,sleeveless,cowl_neckline
martin grant,asymmetrical draped dress,869,150,34,67,0,0,0,0,0,0,33,0,0,0,0,0,maxi,sleeveless,high_neckline
self-portrait,black puff sleeve dress,495,45,8,0,0,0,0,3,0,97,0,0,0,0,0,0,maxi,three_quarter_sleeves,scoop_neckline
aidan aidan mattox,strapless popover gown,220,55,7,0,0,0,0,10,0,0,0,0,0,0,90,0,maxi,strapless,straight_neckline
badgley mischka,black puff sleeves gown,695,69,58,0,0,0,0,2,0,0,0,0,0,0,98,0,mini,three_quarter_sleeves,square_neckline
reformation,floral printed ruffle dress,218,35,74,0,0,0,0,0,0,100,0,0,0,0,0,0,mini,sleeveless,square_neckline
badgley mischka,ruffle high low dress,385,37,116,0,0,0,0,0,0,0,0,0,0,0,100,0,maxi,sleeveless,v_neckline
ml monique lhuillier,floral tie strap midi dress,595,75,3,0,0,0,0,0,29,26,0,0,0,0,32,0,maxi,sleeveless,scoop_neckline
hervé léger,cutout gown,1390,195,4,0,22,0,0,3,0,22,0,0,0,0,0,0,maxi,halter,halter
lauren ralph lauren,cleora dress,109,30,40,0,0,0,0,5,0,0,0,0,0,0,95,0,midi,three_quarter_sleeves,v_neckline
ml monique lhuillier,multi polka dot maxi,495,60,143,0,0,0,0,0,0,0,0,0,0,0,100,0,maxi,short_sleeves,v_neckline
solace london,saren gown,410,41,118,0,0,0,0,5,0,0,0,0,0,0,95,0,unknown,sleeveless,one_shoulder
nanushka,kaia dress,395,70,34,100,0,0,0,0,0,0,0,0,0,0,0,0,maxi,sleeveless,sweetheart_neckline
jonathan simkhai,charleigh ruched tee dress,495,57,7,0,21,0,0,2,0,77,0,0,0,0,0,0,midi,short_sleeves,crew_neckline
show me your mumu,fling mini dress,148,30,1,100,0,0,0,0,0,0,0,0,0,0,0,0,mini,sleeveless,square_neckline
derek lam 10 crosby,twist waist cami flounce mini dress,495,85,30,60,0,0,40,0,0,0,0,0,0,0,0,0,mini,sleeveless,square_neckline
roland mouret,amelin dress,2165,245,6,0,0,0,0,4,0,29,0,0,0,0,67,0,midi,short_sleeves,crew_neckline
shoshanna,raven gown,660,73,194,0,0,0,0,0,0,0,0,0,0,0,100,0,unknown,cap_sleeves,v_neckline
ieena for mac duggal,long sleeve cutout gown,358,41,52,0,0,0,0,0,0,0,0,0,0,0,100,0,unknown,long_sleeves,crew_neckline
l.k. bennett,mortimer dress,415,70,55,0,0,0,0,0,0,100,0,0,0,0,0,0,midi,long_sleeves,high_neckline
minkpink,pretty wild mini dress,89,30,17,0,0,0,0,0,0,100,0,0,0,0,0,0,mini,sleeveless,square_neckline
lauren ralph lauren,red sleeveless sheath,125,30,12,0,0,0,0,5,0,0,0,0,0,0,95,0,midi,sleeveless,v_neckline
alexis,leticia dress,539,45,60,48,0,0,0,0,0,0,0,0,0,0,52,0,midi,sleeveless,square_neckline
thakoon collective,argyle sweater dress,280,45,40,0,20,0,0,0,0,0,0,0,0,0,20,0,mini,long_sleeves,crew_neckline
parker,roberta gown,448,45,109,0,0,0,0,0,0,0,0,0,0,0,100,0,unknown,strapless,straight_neckline
lauren ralph lauren,astah sheath,145,30,27,0,0,0,0,6,0,0,0,0,0,0,94,0,midi,sleeveless,v_neckline
fifteen twenty,green handkerchief hem dress,220,35,44,0,0,0,0,0,0,100,0,0,0,0,0,0,midi,sleeveless,v_neckline
elliatt,paige sequin mesh dress,430,37,34,0,0,0,0,2,0,0,0,0,0,0,98,0,maxi,sleeveless,square_neckline
le superbe,floyd prism midi dress,395,65,27,0,0,0,0,0,0,0,0,0,0,0,100,0,maxi,cap_sleeves,shirt_collar_neckline
foxiedox,monet short dress,168,30,10,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,sleeveless,square_neckline
badgley mischka,floral grommet maxi,1090,117,167,0,0,0,0,0,0,0,0,0,0,0,100,0,unknown,sleeveless,crew_neckline
reformation,emerald maya dress,98,30,38,0,0,0,0,12,88,0,0,0,0,0,0,0,mini,long_sleeves,high_neckline
victor glemaud,checked colorblock mini dress,450,41,22,95,0,0,0,0,0,0,0,5,0,0,0,0,midi,long_sleeves,turtleneck
scotch & soda,orange printed puff sleeve dress,188,30,23,0,0,0,0,0,0,100,0,0,0,0,0,0,mini,three_quarter_sleeves,crew_neckline
nanette lepore,plum flare dress,398,70,38,0,0,0,0,5,0,70,0,0,0,0,25,0,midi,cap_sleeves,v_neckline
nanette lepore,colorful tweed dress,498,85,48,0,0,0,0,0,0,11,0,0,29,0,38,0,midi,short_sleeves,crew_neckline
shoshanna,piseco dress,395,70,65,0,0,0,0,0,0,30,0,0,0,0,70,0,midi,three_quarter_sleeves,crew_neckline
nanette lepore,desperado coat dress,448,75,45,0,51,0,0,4,0,45,0,0,0,0,0,0,midi,long_sleeves,v_neckline
nicholas,noel gown,545,49,11,0,0,0,0,5,95,0,0,0,0,0,0,0,maxi,long_sleeves,sweetheart_neckline
louna,pink floral surplice dress,250,45,1,97,0,0,0,3,0,0,0,0,0,0,0,0,midi,short_sleeves,v_neckline
jill jill stuart,jacquard day dress,255,45,32,0,0,0,0,2,0,0,0,0,0,0,98,0,mini,short_sleeves,v_neckline
color me courtney,dipping dot minnie dress,240,40,52,97,0,0,0,3,0,0,0,0,0,0,0,0,maxi,short_sleeves,v_neckline
veda,montana dress,348,60,20,0,0,0,0,0,0,100,0,0,0,0,0,0,maxi,short_sleeves,v_neckline
adam lippes,polka dot dress,1290,220,31,0,0,0,0,0,0,0,0,0,0,0,100,0,maxi,sleeveless,shirt_collar_neckline
a.l.c.,rio dress,695,90,3,0,0,0,0,0,0,0,0,0,0,0,100,0,maxi,halter,halter
paloma blue,isabel maxi,585,85,77,70,0,0,30,0,0,0,0,0,0,0,0,0,maxi,cap_sleeves,crew_neckline
lafayette 148 new york,back penelope dress,498,85,33,75,22,0,0,3,0,0,0,0,0,0,0,0,mini,three_quarter_sleeves,v_neckline
nissa,black velvet deep v dress,323,30,163,0,0,0,0,10,0,0,0,0,0,0,90,0,maxi,long_sleeves,v_neckline
lauren ralph lauren,blue edita dress,125,30,27,0,0,0,0,0,0,0,0,0,0,0,100,0,mini,three_quarter_sleeves,v_neckline
black halo,cooper sheath,375,30,92,0,88,0,0,12,0,0,0,0,0,0,0,0,midi,short_sleeves,one_shoulder
